Date,Open,High,Low,Close,Volume
2020-01-01,99.82388997661312,100.3090696819063,99.81371211866605,100.0,1490287
2020-01-02,101.2493187939707,101.29598225632967,100.41096761127484,100.91891556349051,902932
2020-01-03,101.9202508192578,102.06053251663566,101.61388880003742,102.05777647758305,1723915
2020-01-04,102.07964763908166,103.40936329819623,101.46980407974668,102.20396940338813,1645216
2020-01-05,103.23857554438202,103.55465161796913,103.05747649330998,103.29251004573436,1524858
2020-01-06,104.02046582846815,104.64346275511855,103.86571085402626,104.33400118427284,1366245
2020-01-07,103.01354058018035,103.4225637404935,102.93459963444822,103.15604613639391,884410
2020-01-08,102.79451887627462,102.88657003621185,102.11000562035849,102.46339446288974,1602803
2020-01-09,102.8534193978626,102.92356592496282,102.28992119552494,102.37156235266167,1739528
2020-01-10,100.99679425673035,101.24376769942678,100.65873598563357,100.72415454888089,421805
2020-01-11,99.41277420476469,100.50381689256119,99.3062567593688,100.359293829294,1140354
2020-01-12,104.46234716599146,104.57937389100545,103.48061822491857,103.75351134367273,448540
2020-01-13,103.35987663793706,104.20119821978989,102.82243499648008,103.23323599027363,1462119
2020-01-14,103.40582594717327,104.08558198543392,101.88517968116753,103.13563377962525,953642
2020-01-15,103.70205504752042,103.82172921908924,103.04621417077551,103.69449017888935,1192190
2020-01-16,104.03967924298655,104.24852540897871,103.83886067250363,103.90490109710608,592258
2020-01-17,103.9345442639993,104.13986874836165,103.89626440382092,104.07171913986596,1296267
2020-01-18,103.8391577283026,104.22946750399628,103.45801675132908,104.10981481679481,885639
2020-01-19,104.86547932057286,105.24304818808612,104.52903455932966,104.86816282412201,1650436
2020-01-20,105.69338804568488,105.96488205522046,104.6028731542904,105.04120660665366,509084
2020-01-21,105.24069606109046,105.53100661990591,105.15529644359316,105.30279934966866,792112
2020-01-22,105.33188406064488,105.55556688431304,105.31686417115854,105.51598457474864,1016934
2020-01-23,102.6844972302632,103.02693097061666,102.33978809352683,103.01530737518404,1285701
2020-01-24,103.18428698215835,103.33511720394397,102.90763733451139,102.95056525489193,1691445
2020-01-25,104.38967991256281,104.78708789224645,102.77134159203973,103.26165699307029,1848326
2020-01-26,103.30219020765736,103.55156961421534,102.53523316712996,102.55938247893928,1062052
2020-01-27,101.12618443753396,101.2270958226601,100.7406746795288,100.85628008475275,509616
2020-01-28,100.40261063913913,100.42987545945662,99.86737192525908,100.13393633645147,1137726
2020-01-29,100.2424099232427,100.79218933928361,100.15559619093784,100.31908873042305,1112083
2020-01-30,99.80662007863589,100.26377293732264,99.80499144748909,99.94511119803688,155702
2020-01-31,102.51460359603912,102.57434427420915,100.8624217076733,101.81136891140095,515752
2020-02-01,101.90829262511902,102.1213880476168,101.53425739238118,101.91960587314242,924078
2020-02-02,101.47209321744208,101.67800001207605,100.9879656452034,101.18100071215466,1436026
2020-02-03,100.7900547818384,101.42783226206035,100.76623799347874,100.90239588428449,525745
2020-02-04,100.15573216552386,100.45154503171186,100.13475074584346,100.339484056017,975495
2020-02-05,101.60672516936125,102.97090014394195,101.3436144218019,102.70346597720057,1444679
2020-02-06,104.85654855494785,105.20804874330128,104.59954156491874,104.73798989352858,663020
2020-02-07,103.46671204180794,103.82381400454842,102.98948090520358,103.59762636738257,621837
2020-02-08,103.62114113435675,103.65039126141822,103.57011321346056,103.5763106934641,1883591
2020-02-09,103.14597947811981,103.27429737164934,102.05165229682112,102.09229046347247,558657
2020-02-10,103.84868888793827,104.3728667854468,103.4723584010554,103.65163685377884,816354
2020-02-11,103.55609931184149,104.19728742387888,102.83539331488939,103.49736861033,910904
2020-02-12,103.12844347925348,103.32871649507914,102.86965461765234,102.93702437038588,1255329
2020-02-13,101.61241815262284,101.71966470256986,101.29080896904102,101.61671255868644,625852
