timestamp,Open,High,Low,Close,Volume,symbol
2022-01-01,100.0,100.07203794471367,99.98012289374714,100.0,80477,SYNTHETIC
2022-01-02,100.10557611996506,100.12331512371158,100.09649352506636,100.10557611996506,53855,SYNTHETIC
2022-01-03,101.2379212839775,101.33924202576561,101.21934188943641,101.2379212839775,82167,SYNTHETIC
2022-01-04,101.97494888812246,101.99773992779645,101.96577328932163,101.97494888812246,105381,SYNTHETIC
2022-01-05,103.21387751362779,103.2317858186343,103.0461116684385,103.21387751362779,83300,SYNTHETIC
2022-01-06,104.40926435557047,104.48839659164811,104.38635892546976,104.40926435557047,78791,SYNTHETIC
2022-01-07,105.56307218309455,105.62100017797323,105.42468627839655,105.56307218309455,105954,SYNTHETIC
2022-01-08,106.66715765843314,106.75953977124405,106.62393431249056,106.66715765843314,112394,SYNTHETIC
2022-01-09,106.69772381731012,106.86105618364056,106.46825441361466,106.69772381731012,92079,SYNTHETIC
2022-01-10,107.75168255877882,107.86361944666261,107.70860260993085,107.75168255877882,92550,SYNTHETIC
2022-01-11,107.5255295699294,107.54316292392463,107.49085858975857,107.5255295699294,94607,SYNTHETIC
2022-01-12,108.30363242836539,108.35376561589085,108.30004238001241,108.30363242836539,106379,SYNTHETIC
2022-01-13,109.59626364580286,109.63193549263524,109.54981309003973,109.59626364580286,125429,SYNTHETIC
2022-01-14,110.182847987358,110.28368722691198,110.10208996340853,110.182847987358,109705,SYNTHETIC
2022-01-15,109.8285100002315,109.96020017958675,109.78453370053133,109.8285100002315,127563,SYNTHETIC
2022-01-16,110.11655458258336,110.34536786811333,110.08219786624137,110.11655458258336,69710,SYNTHETIC
2022-01-17,110.23111295213447,110.33977840383045,110.21205518141933,110.23111295213447,96133,SYNTHETIC
2022-01-18,110.47762938864635,110.49729848713343,110.46131098759392,110.47762938864635,105218,SYNTHETIC
2022-01-19,110.66930184525958,110.72986546660829,110.55927091327537,110.66930184525958,118476,SYNTHETIC
2022-01-20,111.10042624240937,111.21944873450099,111.06376384087636,111.10042624240937,125589,SYNTHETIC
2022-01-21,111.63973186478303,111.67512537746713,111.63633162655681,111.63973186478303,87273,SYNTHETIC
2022-01-22,112.15632474393735,112.20406963032445,112.12433337367487,112.15632474393735,105306,SYNTHETIC
2022-01-23,113.68048559870837,113.80326773029272,113.40606517060304,113.68048559870837,123304,SYNTHETIC
2022-01-24,114.78775873822816,114.90187046086088,114.7507181005627,114.78775873822816,98707,SYNTHETIC
2022-01-25,115.6988420516602,115.81676649281866,115.65881314887525,115.6988420516602,82910,SYNTHETIC
2022-01-26,116.20673068671539,116.3230885271604,116.08577521957017,116.20673068671539,143612,SYNTHETIC
2022-01-27,115.5506537618642,115.57025699147174,115.37973344819225,115.5506537618642,86289,SYNTHETIC
2022-01-28,116.59295525139413,116.70338467928498,116.34621773236309,116.59295525139413,88024,SYNTHETIC
2022-01-29,116.94581655628785,117.1309574979665,116.86096888833879,116.94581655628785,96610,SYNTHETIC
2022-01-30,117.56256037026913,117.6673109877174,117.48649797885452,117.56256037026913,80658,SYNTHETIC
2022-01-31,117.93167980108305,117.93828875603288,117.84222608648028,117.93167980108305,98480,SYNTHETIC
2022-02-01,118.24217696316983,118.38108173473,118.12320754446279,118.24217696316983,147922,SYNTHETIC
2022-02-02,118.54164024545504,118.60552498885517,118.44040248130075,118.54164024545504,96421,SYNTHETIC
2022-02-03,118.47225019016933,118.49371022716402,118.40659304054351,118.47225019016933,112131,SYNTHETIC
2022-02-04,119.89226937680843,119.92550303870142,119.82363760159942,119.89226937680843,100117,SYNTHETIC
2022-02-05,121.41191423890751,121.51598598390734,121.3776805027965,121.41191423890751,156462,SYNTHETIC
2022-02-06,122.08013433856037,122.11638594384384,121.9451457249894,122.08013433856037,103654,SYNTHETIC
2022-02-07,123.18102823760252,123.39996615911107,122.92541809331894,123.18102823760252,91865,SYNTHETIC
2022-02-08,123.99483819231197,124.06781218039872,123.90238327619369,123.99483819231197,106239,SYNTHETIC
2022-02-09,125.6340592770544,125.69353195102762,125.46045397021652,125.6340592770544,83119,SYNTHETIC
2022-02-10,127.0760493836164,127.10966856377195,126.9018118752269,127.0760493836164,45390,SYNTHETIC
2022-02-11,128.68076610527234,128.88829730852774,128.66545961507455,128.68076610527234,130474,SYNTHETIC
2022-02-12,128.56036300067356,128.66499818446644,128.45835344687998,128.56036300067356,74210,SYNTHETIC
2022-02-13,129.25271176924127,129.404795450873,129.01632511293747,129.25271176924127,96333,SYNTHETIC
2022-02-14,129.8000590537759,129.81136749919867,129.79226986180694,129.8000590537759,112721,SYNTHETIC
2022-02-15,131.2469583306813,131.43042555331382,131.19978493830067,131.2469583306813,69623,SYNTHETIC
2022-02-16,133.17240238999545,133.20055605070385,133.09884777505306,133.17240238999545,105086,SYNTHETIC
2022-02-17,133.8524303335293,133.93209579097075,133.83702982515305,133.8524303335293,96061,SYNTHETIC
2022-02-18,134.48282206213452,134.49590699290343,134.41053049445281,134.48282206213452,47978,SYNTHETIC
2022-02-19,135.61084891685746,135.7656793290468,135.53045103753794,135.61084891685746,117120,SYNTHETIC
2022-02-20,136.1163252866201,136.2151141854109,136.09239996117643,136.1163252866201,63528,SYNTHETIC
2022-02-21,135.42975530696208,135.67821746483799,135.4287083084775,135.42975530696208,71353,SYNTHETIC
2022-02-22,136.853353826869,137.0689727799097,136.7757240675601,136.853353826869,98855,SYNTHETIC
2022-02-23,137.47540451566357,137.49277685262265,137.35038931503107,137.47540451566357,75418,SYNTHETIC
2022-02-24,138.52414925373859,138.54955339993387,138.3921885176038,138.52414925373859,56905,SYNTHETIC
2022-02-25,139.1162224063904,139.2256325525473,138.87456534755825,139.1162224063904,118884,SYNTHETIC
2022-02-26,139.12435971684064,139.30531323374328,139.07035124639555,139.12435971684064,102200,SYNTHETIC
2022-02-27,140.282659610385,140.38787906127288,140.18395764078403,140.282659610385,110377,SYNTHETIC
