Date,Open,High,Low,Close,Volume
2023-04-14 22:03:39.770514,100.86412897238505,101.93100364604163,100.4524539970863,101.30412497859264,1217585
2023-04-17 22:03:39.770514,102.41441758027247,103.85095330516035,100.88517769293773,102.32462204720987,4026818
2023-04-18 22:03:39.770514,100.38624426031011,101.55637052953105,100.0956342622382,100.9162496632088,3910793
2023-04-19 22:03:39.770514,104.92417817355059,105.11130352323175,102.57181518022028,103.59631419048141,3664202
2023-04-20 22:03:39.770514,102.9612793533291,104.43396267442189,102.88361954424607,103.99242474978266,1874580
2023-04-21 22:03:39.770514,100.51302618206198,101.22456591005023,100.07876434452588,100.99488634559609,3540641
2023-04-24 22:03:39.770514,102.1421082013631,102.25373841459846,101.49433971715979,102.05484235647613,1798069
2023-04-25 22:03:39.770514,104.44241686054104,105.6805872557594,104.07801971144616,104.55975480953305,4978428
2023-04-26 22:03:39.770514,106.29772313322779,106.45962244783738,104.25080466076258,105.7065460472134,1036004
2023-04-27 22:03:39.770514,107.06894125588343,108.10379371187925,106.46033420895007,107.59704863946091,1606677
2023-04-28 22:03:39.770514,105.6274592167038,106.41519114125958,104.20247111882885,105.7548193954352,4269482
2023-05-01 22:03:39.770514,110.7105369560602,110.83729758452698,108.76228886130072,109.20386698323335,3825054
2023-05-02 22:03:39.770514,107.50612865170156,107.69833564494412,106.44923680618454,106.87718406631225,4710878
2023-05-03 22:03:39.770514,105.91138727055468,107.21716668843084,105.09301086800795,106.31290160806681,2687231
2023-05-04 22:03:39.770514,110.34939362370125,111.15101011864544,109.8476794650794,110.16570062771507,2651511
2023-05-05 22:03:39.770514,110.0074038871887,110.6199215147601,109.38582607480816,109.6900342257901,1782056
2023-05-08 22:03:39.770514,112.07451005489585,114.26090011456421,111.61578598383772,113.27427622254001,3005308
2023-05-09 22:03:39.770514,110.00073393752143,112.25337529208475,109.9697139109232,111.30902083393003,3299585
2023-05-10 22:03:39.770514,114.53573473020907,115.42714203128928,114.20865506498076,115.26277541513655,2813577
2023-05-11 22:03:39.770514,108.80886533078919,110.49448713754717,107.91143374365815,109.51190690251369,2965326
2023-05-12 22:03:39.770514,111.58890530067576,111.80504776515676,111.50441199563608,111.5369669068806,2690444
2023-05-15 22:03:39.770514,110.74287249226893,111.28224265700366,109.24589345156437,109.98891343453784,4640301
2023-05-16 22:03:39.770514,112.22298105908905,112.88097542478214,110.91350476869475,112.39076363251463,3448176
2023-05-17 22:03:39.770514,109.44772365752064,109.54185340037492,109.11224578796053,109.27093053870736,4804970
2023-05-18 22:03:39.770514,110.36389100578297,111.68052781651402,109.8487245556263,110.47662471292155,2767347
2023-05-19 22:03:39.770514,111.74075527186824,112.00116612298164,110.79991958836794,111.43233155789355,1619123
2023-05-22 22:03:39.770514,117.21981885190793,118.11243313187799,116.06159241540882,117.12422003051375,4008725
2023-05-23 22:03:39.770514,110.93869930705563,111.56756279340537,110.32011447591002,110.83697432746048,3184810
2023-05-24 22:03:39.770514,110.8602078629202,111.28264475939163,109.2348569321221,109.7179585395614,3102252
2023-05-25 22:03:39.770514,112.80670984136906,114.7366029786832,111.51778575725737,113.05998966949474,4128469
2023-05-26 22:03:39.770514,111.37421172379496,112.26528995488731,109.99587254287079,111.45751789399836,3290375
2023-05-29 22:03:39.770514,109.74767320136726,109.8965014089922,108.18774313580921,109.29786078147343,2681805
2023-05-30 22:03:39.770514,109.88938169875223,110.25610961926627,108.64697918393951,109.26622327985315,2037847
2023-05-31 22:03:39.770514,108.35542014532021,108.42470819773628,108.06998709948641,108.18967013113554,3318501
2023-06-01 22:03:39.770514,107.49198125969792,108.18965459973607,107.43722885486629,107.53565586770081,4901205
2023-06-02 22:03:39.770514,107.36359371915523,108.89835567125928,107.16907189989554,108.76761931106702,3709824
2023-06-05 22:03:39.770514,103.69787162119381,104.28958707311575,103.05351923596362,103.0803515235855,2099583
2023-06-06 22:03:39.770514,104.6977989097485,105.57890798467845,104.36081760047942,104.60065025496785,4333317
2023-06-07 22:03:39.770514,107.2731397371113,107.69460259505773,105.84026193725269,107.0860397591997,1932865
2023-06-08 22:03:39.770514,104.78038713325812,105.23671480248215,103.70908500594017,104.24189821642055,1263110
2023-06-09 22:03:39.770514,106.80508249567197,107.37503153328171,106.2287984146908,106.88235544426388,3676542
2023-06-12 22:03:39.770514,107.4405774653678,107.66057504709534,105.96029667585434,106.51659599884636,3978437
2023-06-13 22:03:39.770514,107.4159695559358,107.47535079874329,107.31783621737803,107.40978858029774,2310189
2023-06-14 22:03:39.770514,104.2948641850549,104.51683741775129,103.81910651820726,104.36018489136532,3445467
2023-06-15 22:03:39.770514,103.2655402884912,103.61585877342779,102.16830343223701,102.8641183237802,4779502
2023-06-16 22:03:39.770514,99.82979302928865,100.79466479129452,99.48912249024801,100.00288002581928,3083690
2023-06-19 22:03:39.770514,105.2313323403216,105.88438021130396,104.38960620183444,105.74507014073355,3443462
2023-06-20 22:03:39.770514,104.18771508956102,104.5221783425538,102.71490172785771,103.02278520232635,2171336
2023-06-21 22:03:39.770514,100.0055044358536,100.50611439365579,99.48325973697074,99.52063270510507,2574690
2023-06-22 22:03:39.770514,102.26421235428673,103.24189050146835,100.99377721095514,102.36950435587454,1086581
2023-06-23 22:03:39.770514,99.71923834720097,100.31962560044059,99.05821440622755,100.28083241298775,4683252
2023-06-26 22:03:39.770514,96.00219624429032,96.83403555784147,95.8478667822398,96.33703547507687,1593710
2023-06-27 22:03:39.770514,98.28264106466311,99.29442442450822,97.79184991756973,98.2399228086375,4428783
2023-06-28 22:03:39.770514,94.26242918537336,96.43504209618499,93.91478658203741,95.22106973567362,2936135
